task,hops,terminal,variant,total_pages,relevant_pages,distractor_pages,condition,ratio,n,clean_hit,exact_match,semantic_correct,rank_correct,rank_margin,raw_context_tokens_available,raw_context_tokens_supplied,compiled_state_positions,active_prompt_positions,supplied_pages,supplied_relevant_pages,supplied_distractor_pages
chain,4,hash,base,4,4,0,NATIVE_LOO_0,4,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-0.7988937363949763,419.6666666666667,328.3333333333333,0.0,433.1666666666667,3.0,3.0,0.0
chain,4,hash,base,4,4,0,NATIVE_LOO_1,4,6,0.0,0.0,0.0,0.16666666666666666,-1.4004262342357,419.6666666666667,331.0,0.0,435.8333333333333,3.0,3.0,0.0
chain,4,hash,base,4,4,0,NATIVE_LOO_2,4,6,0.0,0.0,0.0,0.16666666666666666,-1.1575218313100912,419.6666666666667,327.3333333333333,0.0,432.1666666666667,3.0,3.0,0.0
chain,4,hash,base,4,4,0,NATIVE_LOO_3,4,6,0.0,0.0,0.0,0.5,-1.299967368443807,419.6666666666667,272.3333333333333,0.0,377.1666666666667,3.0,3.0,0.0
chain,4,hash,base,4,4,0,NOCTX,4,6,0.0,0.0,0.0,0.5,-0.8220165173212687,419.6666666666667,0.0,0.0,100.83333333333333,0.0,0.0,0.0
chain,4,hash,base,4,4,0,RANDOM,4,6,0.0,0.0,0.0,0.3333333333333333,-0.5658142964045206,419.6666666666667,0.0,106.5,211.33333333333334,4.0,0.0,4.0
chain,4,hash,base,4,4,0,WRONGPAGE,4,6,0.0,0.0,0.0,0.3333333333333333,-0.7860252062479655,419.6666666666667,0.0,106.5,211.33333333333334,4.0,0.0,4.0
chain,4,identifier,base,4,4,0,BUDGET,4,6,0.0,0.0,0.0,0.0,-0.6404320398966471,396.5,100.33333333333333,0.0,204.83333333333334,2.0,2.0,0.0
chain,4,identifier,base,4,4,0,INDEPENDENT,4,6,0.0,0.0,0.0,0.5,-0.3729262749354045,396.5,0.0,100.33333333333333,204.83333333333334,4.0,4.0,0.0
chain,4,identifier,base,4,4,0,INDEPENDENT_LOO_0,4,6,0.0,0.0,0.0,0.5,-0.3847751220067342,396.5,0.0,77.16666666666667,181.66666666666666,3.0,3.0,0.0
chain,4,identifier,base,4,4,0,INDEPENDENT_LOO_1,4,6,0.0,0.0,0.0,0.5,-0.41820742686589557,396.5,0.0,78.0,182.5,3.0,3.0,0.0
chain,4,identifier,base,4,4,0,INDEPENDENT_LOO_2,4,6,0.0,0.0,0.0,0.5,-0.48452651500701904,396.5,0.0,77.5,182.0,3.0,3.0,0.0
chain,4,identifier,base,4,4,0,INDEPENDENT_LOO_3,4,6,0.0,0.0,0.0,0.0,-0.5535662571589152,396.5,0.0,68.33333333333333,172.83333333333334,3.0,3.0,0.0
chain,4,identifier,base,4,4,0,JOINT,4,6,0.0,0.0,0.0,0.5,-0.37051259477933246,396.5,0.0,99.5,204.0,4.0,4.0,0.0
chain,4,identifier,base,4,4,0,NATIVE,4,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.03240602292957995,396.5,396.5,0.0,501.0,4.0,4.0,0.0
chain,4,identifier,base,4,4,0,NATIVE_LOO_0,4,6,0.5,0.5,0.5,0.5,-0.1274094515456833,396.5,305.5,0.0,410.0,3.0,3.0,0.0
chain,4,identifier,base,4,4,0,NATIVE_LOO_1,4,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,-1.0278134932625562,396.5,309.0,0.0,413.5,3.0,3.0,0.0
chain,4,identifier,base,4,4,0,NATIVE_LOO_2,4,6,0.5,0.5,0.5,0.5,-0.03472219131598268,396.5,305.3333333333333,0.0,409.8333333333333,3.0,3.0,0.0
chain,4,identifier,base,4,4,0,NATIVE_LOO_3,4,6,0.0,0.0,0.0,0.16666666666666666,-0.5239350001017252,396.5,269.6666666666667,0.0,374.1666666666667,3.0,3.0,0.0
chain,4,identifier,base,4,4,0,NOCTX,4,6,0.0,0.0,0.0,0.3333333333333333,-0.4121435880661011,396.5,0.0,0.0,100.5,0.0,0.0,0.0
chain,4,identifier,base,4,4,0,RANDOM,4,6,0.0,0.0,0.0,0.0,-0.32479385534922284,396.5,0.0,100.33333333333333,204.83333333333334,4.0,0.0,4.0
chain,4,identifier,base,4,4,0,WRONGPAGE,4,6,0.0,0.0,0.0,0.0,-0.6722830136617025,396.5,0.0,100.33333333333333,204.83333333333334,4.0,0.0,4.0
chain,4,number,base,4,4,0,BUDGET,4,6,0.0,0.0,0.0,0.5,-0.1326566537221273,392.1666666666667,99.33333333333333,0.0,204.0,2.0,2.0,0.0
chain,4,number,base,4,4,0,INDEPENDENT,4,6,0.0,0.0,0.0,0.3333333333333333,0.024330233534177143,392.1666666666667,0.0,99.33333333333333,204.0,4.0,4.0,0.0
chain,4,number,base,4,4,0,INDEPENDENT_LOO_0,4,6,0.0,0.0,0.0,0.3333333333333333,-0.28160815437634784,392.1666666666667,0.0,75.83333333333333,180.5,3.0,3.0,0.0
chain,4,number,base,4,4,0,INDEPENDENT_LOO_1,4,6,0.0,0.0,0.0,0.3333333333333333,0.05776121218999227,392.1666666666667,0.0,76.66666666666667,181.33333333333334,3.0,3.0,0.0
chain,4,number,base,4,4,0,INDEPENDENT_LOO_2,4,6,0.0,0.0,0.0,0.5,-0.10461298127969106,392.1666666666667,0.0,76.0,180.66666666666666,3.0,3.0,0.0
chain,4,number,base,4,4,0,INDEPENDENT_LOO_3,4,6,0.0,0.0,0.0,0.16666666666666666,-0.20103490352630615,392.1666666666667,0.0,69.5,174.16666666666666,3.0,3.0,0.0
chain,4,number,base,4,4,0,JOINT,4,6,0.0,0.0,0.0,0.6666666666666666,-0.11588363846143086,392.1666666666667,0.0,98.5,203.16666666666666,4.0,4.0,0.0
chain,4,number,base,4,4,0,NATIVE,4,6,0.5,0.5,0.5,0.5,-1.0701102316391673,392.1666666666667,392.1666666666667,0.0,496.8333333333333,4.0,4.0,0.0
chain,4,number,base,4,4,0,NATIVE_LOO_0,4,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,-1.9509954268190388,392.1666666666667,299.5,0.0,404.1666666666667,3.0,3.0,0.0
chain,4,number,base,4,4,0,NATIVE_LOO_1,4,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.6805557868827463,392.1666666666667,302.6666666666667,0.0,407.3333333333333,3.0,3.0,0.0
chain,4,number,base,4,4,0,NATIVE_LOO_2,4,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.5283156819253538,392.1666666666667,300.5,0.0,405.1666666666667,3.0,3.0,0.0
chain,4,number,base,4,4,0,NATIVE_LOO_3,4,6,0.0,0.0,0.0,0.6666666666666666,-0.05579257011413574,392.1666666666667,273.8333333333333,0.0,378.5,3.0,3.0,0.0
chain,4,number,base,4,4,0,NOCTX,4,6,0.0,0.0,0.0,0.5,0.08135175704956055,392.1666666666667,0.0,0.0,100.66666666666667,0.0,0.0,0.0
chain,4,number,base,4,4,0,RANDOM,4,6,0.0,0.0,0.0,0.16666666666666666,-0.21484275658925375,392.1666666666667,0.0,99.33333333333333,204.0,4.0,0.0,4.0
chain,4,number,base,4,4,0,WRONGPAGE,4,6,0.0,0.0,0.0,0.5,-0.5242127577463785,392.1666666666667,0.0,99.33333333333333,204.0,4.0,0.0,4.0
chain,4,semantic,base,4,4,0,BUDGET,4,6,0.0,0.0,0.0,0.0,-4.2589545249938965,376.1666666666667,95.33333333333333,0.0,201.5,1.6666666666666667,1.6666666666666667,0.0
chain,4,semantic,base,4,4,0,INDEPENDENT,4,6,0.0,0.0,0.0,0.16666666666666666,-3.362134059270223,376.1666666666667,0.0,95.33333333333333,201.5,4.0,4.0,0.0
chain,4,semantic,base,4,4,0,INDEPENDENT_LOO_0,4,6,0.0,0.0,0.0,0.16666666666666666,-3.4711344242095947,376.1666666666667,0.0,71.83333333333333,178.0,3.0,3.0,0.0
chain,4,semantic,base,4,4,0,INDEPENDENT_LOO_1,4,6,0.0,0.0,0.0,0.16666666666666666,-3.535292307535807,376.1666666666667,0.0,72.5,178.66666666666666,3.0,3.0,0.0
chain,4,semantic,base,4,4,0,INDEPENDENT_LOO_2,4,6,0.0,0.0,0.0,0.16666666666666666,-3.296271324157715,376.1666666666667,0.0,72.16666666666667,178.33333333333334,3.0,3.0,0.0
chain,4,semantic,base,4,4,0,INDEPENDENT_LOO_3,4,6,0.0,0.0,0.0,0.0,-2.2744151751200357,376.1666666666667,0.0,69.5,175.66666666666666,3.0,3.0,0.0
chain,4,semantic,base,4,4,0,JOINT,4,6,0.0,0.0,0.0,0.16666666666666666,-2.496379574139913,376.1666666666667,0.0,94.16666666666667,200.33333333333334,4.0,4.0,0.0
chain,4,semantic,base,4,4,0,NATIVE,4,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-2.8466725216664295,376.1666666666667,376.1666666666667,0.0,482.3333333333333,4.0,4.0,0.0
chain,4,semantic,base,4,4,0,NATIVE_LOO_0,4,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-0.7708847166789686,376.1666666666667,283.3333333333333,0.0,389.5,3.0,3.0,0.0
chain,4,semantic,base,4,4,0,NATIVE_LOO_1,4,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-2.929815076703259,376.1666666666667,286.6666666666667,0.0,392.8333333333333,3.0,3.0,0.0
chain,4,semantic,base,4,4,0,NATIVE_LOO_2,4,6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-1.0486237478398834,376.1666666666667,284.6666666666667,0.0,390.8333333333333,3.0,3.0,0.0
chain,4,semantic,base,4,4,0,NATIVE_LOO_3,4,6,0.0,0.0,0.0,0.0,-3.6274131139119468,376.1666666666667,273.8333333333333,0.0,380.0,3.0,3.0,0.0
chain,4,semantic,base,4,4,0,NOCTX,4,6,0.0,0.0,0.0,0.0,-3.1206536293029785,376.1666666666667,0.0,0.0,102.16666666666667,0.0,0.0,0.0
chain,4,semantic,base,4,4,0,RANDOM,4,6,0.0,0.0,0.0,0.0,-2.36933970451355,376.1666666666667,0.0,95.33333333333333,201.5,4.0,0.0,4.0
chain,4,semantic,base,4,4,0,WRONGPAGE,4,6,0.0,0.0,0.0,0.0,-3.9133320649464927,376.1666666666667,0.0,95.33333333333333,201.5,4.0,0.0,4.0
order,0,semantic,base,4,2,2,BUDGET,4,12,0.0,0.0,0.0,0.0,-7.9212873329718905,209.16666666666666,53.166666666666664,0.0,157.33333333333334,1.8333333333333333,0.8333333333333334,1.0
order,0,semantic,base,4,2,2,INDEPENDENT,4,12,0.0,0.0,0.0,0.0,-3.298632170733375,209.16666666666666,0.0,53.166666666666664,157.33333333333334,4.0,2.0,2.0
order,0,semantic,base,4,2,2,JOINT,4,12,0.0,0.0,0.0,0.08333333333333333,-3.7935591716880785,209.16666666666666,0.0,52.833333333333336,157.0,4.0,2.0,2.0
order,0,semantic,base,4,2,2,NATIVE,4,12,1.0,0.0,1.0,1.0,2.7716971415591325,209.16666666666666,209.16666666666666,0.0,313.3333333333333,4.0,2.0,2.0
order,0,semantic,base,4,2,2,NOCTX,4,12,0.0,0.0,0.0,0.08333333333333333,-4.281053601531312,209.16666666666666,0.0,0.0,100.16666666666667,0.0,0.0,0.0
order,0,semantic,base,4,2,2,RANDOM,4,12,0.0,0.0,0.0,0.0,-4.363390608841049,209.16666666666666,0.0,53.166666666666664,157.33333333333334,4.0,0.0,4.0
order,0,semantic,base,4,2,2,WRONGPAGE,4,12,0.0,0.0,0.0,0.0,-3.8123553945915774,209.16666666666666,0.0,53.166666666666664,157.33333333333334,4.0,0.0,4.0
order,0,semantic,shuffled,4,2,2,BUDGET,4,12,0.0,0.0,0.0,0.0,-8.939158235987028,209.16666666666666,53.166666666666664,0.0,157.33333333333334,1.8333333333333333,0.8333333333333334,1.0
order,0,semantic,shuffled,4,2,2,INDEPENDENT,4,12,0.0,0.0,0.0,0.0,-3.328881650522817,209.16666666666666,0.0,53.166666666666664,157.33333333333334,4.0,2.0,2.0
order,0,semantic,shuffled,4,2,2,JOINT,4,12,0.0,0.0,0.0,0.0,-3.381632610986344,209.16666666666666,0.0,52.833333333333336,157.0,4.0,2.0,2.0
order,0,semantic,shuffled,4,2,2,NATIVE,4,12,1.0,0.0,1.0,1.0,2.1898646838197986,209.16666666666666,209.16666666666666,0.0,313.3333333333333,4.0,2.0,2.0
order,0,semantic,shuffled,4,2,2,NOCTX,4,12,0.0,0.0,0.0,0.0,-4.1243298141441,209.16666666666666,0.0,0.0,100.16666666666667,0.0,0.0,0.0
order,0,semantic,shuffled,4,2,2,RANDOM,4,12,0.0,0.0,0.0,0.0,-4.516434835541683,209.16666666666666,0.0,53.166666666666664,157.33333333333334,4.0,0.0,4.0
order,0,semantic,shuffled,4,2,2,WRONGPAGE,4,12,0.0,0.0,0.0,0.0,-3.882293452634864,209.16666666666666,0.0,53.166666666666664,157.33333333333334,4.0,0.0,4.0
